year,rndt,tas
1850,-2.453667697466244e-05,-4.21789718529908e-06
1851,0.10976337583780094,0.013468949351590709
1852,0.05634099077788335,0.029948261857271063
1853,-0.28326102846951073,0.03609611017083125
1854,-0.03679844862405446,0.026635503818283723
1855,0.21016014390120574,0.051776141672689846
1856,-0.16173824880922893,-0.015942319273563044
1857,-0.12347323293072066,0.05117973208012927
1858,-0.45163421249159796,-0.016549851477918764
1859,0.5282288160928346,-0.17971377239751973
1860,0.22585758949077217,0.06668576016687666
1861,0.20737225907861045,-0.03453160917871401
1862,0.23714787868091491,-0.2286539803454275
1863,0.5465398819689256,-0.076531375669731
1864,-0.1282314506326685,0.011383583972190081
1865,-0.09968777513999783,0.10714896639291283
1866,-0.2199262760314724,0.13584491840128976
1867,-0.3456976046148128,0.22418771782253089
1868,0.24192696344326237,0.10829023910901014
1869,-0.4111714224751353,0.032248724867429246
1870,0.1804443883549851,0.023596212088534685
1871,-0.2541728550056064,0.15815299323725185
1872,0.0026180736365830626,0.03644908051302309
1873,-0.012532080749565466,-0.04662828828571719
1874,0.4806779108663619,-0.049105698575601764
1875,0.751103470890726,0.03759443502048043
1876,-0.3192952734777066,0.32224992277934916
1877,-0.2321682796145268,0.18118484780171684
1878,-0.21260039706841383,0.35443883869589854
1879,-0.10595384790444484,-0.00525097239869865
1880,0.501931889447107,0.08364113070001622
1881,-0.7069794917792507,0.40108133684253744
1882,-0.12429632744601804,-0.033756743063975136
1883,0.4675624756968517,-0.13836629933126687
1884,-0.36907497229171327,-0.041524839323869855
1885,-0.06792790741467059,0.010325509193592097
1886,0.08159455921214942,0.002025828353680481
1887,-0.32430330677149755,0.060223163682451286
1888,0.46169043646256114,0.07492210335095706
1889,0.39597095046742936,0.009496027039631372
1890,0.3584949038603469,-0.030814411288019983
1891,0.16707807176442202,-0.0128009737424577
1892,0.11809955880904965,0.2417065878323683
1893,0.0897587638127817,0.19777090143287523
1894,0.5767430358740029,0.20758969890312073
1895,0.16197074916685494,0.18153810342869292
1896,0.5746310782544981,0.09734364997740386
1897,-0.2771221745012866,0.313607833570984
1898,0.15904540938737455,0.04740409275558477
1899,-0.08917673021061034,0.14777718563647113
1900,0.4057113462873332,0.1290593841890768
1901,0.2788218674008647,0.10381192497521852
1902,0.18608390887939663,0.08478564071486971
1903,0.020830738240917412,0.15120768180548794
1904,0.22390199117101872,-0.053368095659436676
1905,0.520709561910266,0.10713308071132133
1906,-0.018602440577836887,0.09625164817930454
1907,-0.00761953087462075,0.14815172447589475
1908,0.10603949618497666,0.18624667309603637
1909,0.5665019061588907,0.1291741602149159
1910,-0.09698588103022132,0.38040544344494265
1911,-0.08989615371430659,0.09134171974875471
1912,0.452996999146535,0.07718549961776944
1913,0.04294826694510334,0.3548310104681036
1914,-0.03256860100675851,0.20282522893955957
1915,-0.09458049035508509,0.21910377518588575
1916,-0.001898007518420286,0.1290038471928483
1917,0.3200141467534934,0.1361724751084239
1918,0.15578281943795957,0.22531519247803544
1919,0.7790287946661039,0.09862679812033548
1920,0.4220360217593253,0.23370702720887948
1921,0.16897494278437364,0.49933261345387336
1922,0.3315803726662523,0.38976884464847217
1923,0.28654393117918175,0.2056167939193756
1924,0.12277275536362708,0.2125543539371506
1925,0.5911993189247511,0.15734094902188644
1926,0.026249015324580682,0.27108160312451446
1927,-0.4421307211584491,0.6103672707895385
1928,0.3216212917263732,0.33272346400582364
1929,0.39963870726171535,0.3440715584306986
1930,0.2312892870465788,0.34595985184466826
1931,0.10300783927986856,0.4314061392501003
1932,0.8954017602785598,0.26357952669405904
1933,0.6477966983268004,0.4405202518642568
1934,0.3794431175299593,0.3918963024827917
1935,0.0971566856642454,0.4404859187420129
1936,0.26220261150804447,0.46238415398755706
1937,-0.09374222027689427,0.29079322988252443
1938,0.19473742402706762,0.25523649044561125
1939,0.08265300276848109,0.45520578224778774
1940,-0.021860184549765904,0.38901355497870327
1941,-0.12870865399062836,0.5111684342689955
1942,0.4134725554010714,0.2860468184708225
1943,0.2791122764933931,0.31432476494825323
1944,-0.051743712656858065,0.31688964306744083
1945,0.3985417605613861,0.21923913141966977
1946,0.26765071924140216,0.22280835425556234
1947,0.1850116260053909,0.34491714070696844
1948,0.243033861346575,0.42247943921233855
1949,0.37363633339710134,0.25739100489778366
1950,0.713865626151204,0.21939831980057534
1951,0.4347845987849581,0.39474599674667843
1952,0.41555514914439584,0.2753075336970596
1953,0.2696964242398252,0.4533407271716783
1954,-0.09153935513533895,0.24105603722870228
1955,-0.11642870292749308,0.4220600503535934
1956,0.16777830088344103,0.3413882866381641
1957,0.41476255748357005,0.32798442731825617
1958,0.3726954876263022,0.3254693054354334
1959,0.15784060685244583,0.2495283354828075
1960,0.05798632168772144,0.3103208962286885
1961,0.3652215898726041,0.256082643965442
1962,0.04022121101563414,0.380218157725551
1963,0.8265812786900284,0.13755293131708868
1964,0.4718875990526925,0.27054212228125607
1965,0.49387557906008794,0.34366252352805304
1966,0.4382395281807163,0.2251392143443809
1967,0.45833939134691093,0.4875833169186876
1968,0.07889274611653718,0.48761849689634573
1969,0.23391076404502087,0.2577268505035022
1970,0.33922209775215606,0.40420722798057795
1971,0.4862913104429225,0.3955686115899084
1972,0.5613243935485457,0.5091545014361714
1973,0.1253176569758665,0.5466077511463823
1974,0.38008475819248133,0.6419043074458273
1975,0.9390145691627794,0.34614207060519675
1976,0.6777553260444762,0.4773921504852865
1977,0.31996415823617497,0.5607801135298587
1978,0.5453482312406379,0.6774172483890197
1979,0.5685081573540742,0.6377387980393792
1980,0.49937741995562135,0.6927908667449287
1981,0.46477163660081544,0.6431139359770555
1982,1.0041201486879174,0.6335422299987385
1983,0.48591608692996147,0.9144667626210321
1984,0.8700152530672227,0.6970746239119308
1985,0.5872638741515601,0.8805504039762013
1986,0.9752222500467127,0.7615067284005477
1987,0.609606812480294,0.9421988964011803
1988,0.622882679777021,0.9613893715739437
1989,1.102877027045409,0.9781899673823773
1990,1.0240845576035014,1.034825995198105
