year,rndt,tas
1850,-0.08241557428855609,0.11387754070614164
1851,-0.1387090340571291,0.048462916116022825
1852,0.04119691777784834,-0.032896755290664714
1853,0.3556880172604622,0.00022767771628196334
1854,-0.055948164443828816,0.023433637047844506
1855,-0.22963532674068668,0.03647947694285373
1856,-0.5163903887311534,-0.09951214232108896
1857,0.6116648438600171,-0.144601363553799
1858,0.28203298871175286,-0.014740851609341618
1859,0.002466046326233595,0.15553372715231717
1860,-0.5368192944772403,-0.017054085842914887
1861,0.003912263913164807,-0.016080192666417283
1862,0.27207006201299555,0.07108418260690996
1863,-0.7507861458148994,-0.1035595034854661
1864,-0.29463696559780317,-0.27293993612482836
1865,0.47303700147913236,-0.12317246273613591
1866,-0.45998182594749437,-0.3222405722123085
1867,-0.06887151313177735,-0.22597775501808806
1868,0.41612168438038094,-0.2598503365206663
1869,0.08191290342458521,0.17517002608275334
1870,0.3959398546096982,0.1786326930419477
1871,-0.1257588131322554,0.19106902239478057
1872,-0.19224092937526413,0.06730223491742511
1873,-0.15693527285415124,-0.13459147033756835
1874,-0.26317941460415284,-0.009261563562726373
1875,0.28150435515775507,0.06900748433582748
1876,0.3888038271345854,0.07905752948308493
1877,-0.026126498576379234,0.14898265394204677
1878,0.3185140720944493,-0.03256375974742316
1879,0.04172465702537427,0.07057760613488047
1880,-0.3435486658765351,-0.009506050504550487
1881,0.28668612967202023,-0.015107129741465997
1882,-1.0090690226517107,-0.12237791577439339
1883,0.6829511675696551,-0.031548988643142664
1884,-0.26042734754039987,-0.11277656127377139
1885,-0.05817349089164736,-0.09358275703001104
1886,0.1381102881905131,0.011230030023985677
1887,0.08807060257211674,0.1992853477919425
1888,-0.1545635945002791,-0.018619917218169718
1889,0.44487966546299634,0.0003402038307172006
1890,-0.17994153104309873,0.31017465379799586
1891,-0.8509406098697477,-0.0010464954573497637
1892,-0.7957339022356772,-0.3546246369803801
1893,0.2876709751411634,-0.4645638241111101
1894,-0.061055612140629975,-0.4088400011607215
1895,0.9739883450928962,-0.12014123241391417
1896,-0.01715756778090831,-0.14512724509101343
1897,0.20630358428547407,0.06925120002352969
1898,-0.39271984260362086,-0.05402430813916226
1899,0.17794476880520924,0.11280237183585011
1900,-0.2519945156897876,0.14874860393545458
1901,0.13039198045692046,0.1380989807124517
1902,-1.1094675236832454,0.03347634589727022
1903,-0.7003978257366252,-0.04189056314900576
1904,-0.2648695909744892,-0.1186920225553839
1905,-0.801678277252222,-0.2105154694344833
1906,0.05040371779738943,-0.22875336895504006
1907,-0.41494525905671276,-0.2339436912282622
1908,-0.4367285142229159,-0.40200426114288723
1909,0.6620104773718225,-0.21229949128392414
1910,-1.216664735021908,-0.16913017181377654
1911,0.08170259357886778,-0.23433542006942312
