year,rndt,tas
1850,-0.27003295402563765,0.11252720938409766
1851,-0.21875468654648955,0.06836015230749126
1852,0.08938826067810623,-0.09847244988549164
1853,0.14314805900163208,0.11065851825429718
1854,-0.4956421769628463,0.05130716772333699
1855,-0.22728149267308595,-0.047198144717924606
1856,-0.05391051134475333,-0.06455325507255338
1857,0.5432233443415697,-0.1572383437438134
1858,0.2899729169202345,-0.0723655449609737
1859,-0.4121581500623108,0.15074033483557514
1860,0.16909100520692277,0.09268835423989685
1861,0.04336548940510454,0.006543832503211888
1862,-0.06221277454586982,0.1847678094457592
1863,0.1911987901666805,0.11039806728427948
1864,-0.17700916612018602,0.12768425619418622
1865,-0.3628444776186228,0.1289829878530213
1866,-0.2640479806066338,0.006132699580746248
1867,-0.15474705896467356,0.054878701868119606
1868,0.37962071319223867,-0.2179650890207654
1869,1.0025566847551914,-0.09608864421585395
1870,-0.6383216970089336,-0.07579613292591603
1871,0.005242856425894615,0.022189919212507903
1872,-0.3713650507187367,0.05373041170912529
1873,-0.7259322837298612,0.11507964395167392
1874,0.5386547437319251,-0.10838716489200806
1875,-0.05156052204694106,0.04037150474385953
1876,0.6523369134466606,0.03882986734078031
1877,-0.10292515284211845,0.19382508759650818
1878,0.8670661700052591,0.09256989650970127
1879,-0.2393917805773782,0.14182679473373128
1880,0.4896374053435437,-0.012241676321366413
1881,-0.28933814776810607,-0.008895346489850908
1882,0.5917355001212599,0.06142971164268829
1883,-0.13877253752720264,0.10670119468232997
1884,-0.6770567345062517,0.25001696433230336
1885,0.37657262732474805,-0.0668499214028202
1886,0.5109237450235895,-0.08556406392580129
1887,0.4094897264326818,0.003671700484289886
1888,-0.6670365965841967,0.19494447614420096
1889,0.02666290832065954,0.21949701094962393
1890,0.16860417748279133,0.029555629865001265
1891,-0.27679238171025133,-0.03347199726130157
1892,0.38577055289535167,0.02350786095649937
1893,-0.580512187547555,0.10094312035244002
1894,-0.22824479305596412,-0.0422399242792153
1895,0.2414029555824726,0.0783179852609237
1896,0.15051051737495413,0.052438209994249974
1897,0.10870699726677913,0.18961825248055675
1898,-0.1634234573535167,0.16525193818989692
1899,-0.6087880381581243,0.10667849924374195
1900,-0.05670814378889588,0.15383709803478496
1901,-0.49540633972111436,0.1980345411357689
1902,-0.7065163269282522,0.19707308766203369
1903,-0.6146464511632956,-0.0444515429280159
1904,-0.5064270031381284,0.057613115782714885
1905,-0.191251179009285,-0.07058463459708264
1906,-0.009760378686777926,-0.1033217621244944
1907,0.4539297559513784,-0.13701702704514673
1908,-0.046281751383531855,-0.03257351608664294
1909,-0.09735672322646849,-0.11307056947811134
1910,-0.2622413783019937,-0.05449175125090733
1911,-0.23979356472894153,-0.09122949289638882
1912,0.2652692025919805,0.02816986747922101
1913,-0.48095397994919153,0.16501890678574682
1914,0.09626501646087604,-0.08725328891347317
1915,0.45206392557390984,-0.2893277930803606
1916,0.13362369836578125,-0.09324308355854782
1917,-1.1407796142284354,0.004355606040292059
1918,-0.5102419553395947,0.1522162685524222
1919,-0.613584785221704,0.08842521104617163
1920,-0.4181838044185753,0.07277847108213109
1921,0.20805485412816438,0.04998200589204771
1922,0.2681903803408545,-0.14692839842672356
1923,-0.38203227059324263,-0.033582492025914235
1924,-0.7068223832827272,0.03816718740694114
1925,-0.7668791019805212,-0.05814117356464976
1926,0.0316990513479567,-0.1026927645537512
1927,0.23399866370566258,-0.08015889398740228
1928,-0.7418848081193374,-0.11250288878278525
1929,-0.04713533440413187,-0.3130528790651965
1930,0.018340163274544352,-0.020726552499127138
1931,0.6237782435182595,-0.19340125073080117
1932,0.1020091585821774,-0.05568853481139513
1933,-0.15829637621449422,-0.08242498124508302
1934,0.08517559060801716,0.048164987309633034
1935,0.01392109612967829,0.06468965183125874
1936,-0.1795517082830571,-0.047918363815142584
1937,-0.31900966560760935,-0.06230251602022463
1938,0.05398782362568966,-0.12296430966006255
1939,0.48034120570596883,-0.19946582368748977
1940,-0.10690650356238507,-0.07155033453153692
1941,-0.05096930362846308,-0.2750078375704561
1942,-0.2621342314037065,-0.17602992366278158
1943,0.007939275394377887,-0.4502938644121173
1944,0.4094369397108295,-0.25446081428771095
1945,-0.22791835418995277,0.030027942373806127
1946,-0.6092472713149846,-0.10709225480940177
1947,0.20662463920079688,-0.3644461669928205
1948,0.12622519109385166,-0.07439429933020847
1949,-0.1437272073012963,-0.13544737692171793
1950,0.6196703112238708,-0.259764281141031
1951,0.5647201964845436,-0.21006054197482626
1952,-0.2847547119937559,-0.1271450417020219
1953,0.06531392592196994,-0.21762817810912338
1954,-0.21620523996318752,-0.09149935879173654
1955,0.2046477756152001,-0.08933708624476822
1956,-0.2754925751620618,-0.12554681435136672
1957,0.38757619833850754,-0.29562581204146454
1958,0.007520488216229637,-0.15026693287660464
1959,-0.19083342165967565,-0.15798968021033488
1960,-0.01387162434325262,-0.31024451302471334
1961,0.18386479424786728,-0.27537988479667774
1962,-0.05351774321134428,-0.022351602376090796
1963,-0.8361558606007264,-0.22527008102116497
1964,0.853219399041862,-0.19866286146822176
1965,-0.26010910865080916,-0.15222304375566864
1966,-0.15609220352476427,-0.22517308154647253
1967,0.679220551777334,-0.20477308121331816
1968,-1.1002291904145096,-0.022507140682989757
1969,-0.7413013719674098,-0.1701205346087704
1970,-0.5933032659617226,-0.135615192738328
1971,-0.49857361984111037,-0.22149025634683994
1972,0.3301021750507971,-0.363570927407352
1973,0.21485402441398094,-0.16986449424729244
1974,-0.37191095456012135,-0.15183826671483303
1975,0.07517537450580392,-0.15529711348358433
