time,rsdt,rsut,rlut,tas
1850-07-02 12:00:00,340.2805049222307,108.58163637157502,230.67063848712337,288.55106215602353
1851-07-02 12:00:00,340.2702143136234,108.4360159430396,230.53825826626607,288.4624585414836
1852-07-02 00:00:00,340.24616979499655,108.58237903588076,230.3309319503859,288.4641914102784
1853-07-02 12:00:00,340.2503199041494,108.63572472712913,230.81344925651467,288.6323583104301
1854-07-02 12:00:00,340.2229259696841,108.92702570463841,230.6591555935086,288.5063541560465
1855-07-02 12:00:00,340.20653740283404,108.59492905577406,230.1551679561143,288.3652184154104
1856-07-02 00:00:00,340.1793346164213,108.42978652181444,230.10667701480665,288.35871841902696
1857-07-02 12:00:00,340.21378083458654,108.90600389927393,230.36454909174572,288.4571349878882
1858-07-02 12:00:00,340.2460040845984,108.4356671525159,230.1196249478285,288.40295201984685
1859-07-02 12:00:00,340.2731970430991,108.2171907044327,230.98106160640228,288.7345870384802
1860-07-02 00:00:00,340.27117008474323,109.29078348345347,231.04833247343973,288.6689442760373
1861-07-02 12:00:00,340.28925512467924,109.3110443302035,229.9841874039124,288.2244756192119
1862-07-02 12:00:00,340.26651067334507,109.37457367019289,229.63218136612056,288.22067759067096
1863-07-02 12:00:00,340.25239948623675,108.90460064730415,229.92838747807954,288.2211457972585
1864-07-02 00:00:00,340.2157446181922,108.50200740801704,230.06071293352966,288.25277097594426
1865-07-02 12:00:00,340.2280760290455,108.57576208942437,230.11281120742797,288.4206793864001
1866-07-02 12:00:00,340.2224232641981,108.53309349455981,230.51306864066626,288.4822859571204
1867-07-02 12:00:00,340.2141060269422,108.70162201724058,230.35945092725657,288.442433091984
1868-07-02 00:00:00,340.2101677886337,108.90191848963993,230.68092668342183,288.50015415030566
1869-07-02 12:00:00,340.26652000695015,108.81475341684308,230.2483759418827,288.3235120578565
1870-07-02 12:00:00,340.26856557060296,108.6465583845777,230.15525766527807,288.27049818374627
1871-07-02 12:00:00,340.28962994530025,108.33536619406014,230.45564823554832,288.45118020418266
1872-07-02 00:00:00,340.25524073348464,108.871530846614,230.86124654175987,288.68813228268414
1873-07-02 12:00:00,340.26062264915475,108.92948956351613,230.63121308802388,288.5280954838933
1874-07-02 12:00:00,340.2449997635794,108.66315854028024,230.05571328253362,288.24136607095346
1875-07-02 12:00:00,340.2143076607349,108.80936438096172,229.83642742075133,288.28529369212384
1876-07-02 00:00:00,340.1784492143874,109.22254567682285,229.87985967704083,288.23189660518943
1877-07-02 12:00:00,340.1919364261418,108.90089287913467,229.71692107910565,288.30670039822985
1878-07-02 12:00:00,340.18080591762464,108.76406383491427,230.00390031292616,288.42568825068986
1879-07-02 12:00:00,340.1829206885628,108.92313766828397,230.3915926321689,288.50001615142844
1880-07-02 00:00:00,340.187622492968,108.47250319184025,230.68199329977958,288.6092376499483
1881-07-02 12:00:00,340.24787153893215,109.11355825096065,230.42920785481002,288.4912289316307
1882-07-02 12:00:00,340.2382249800218,108.81386793665563,230.03873916839177,288.326499504315
1883-07-02 12:00:00,340.23405972674743,109.17252367166732,229.75659201399506,288.39814175372436
1884-07-02 00:00:00,340.25638424009736,111.29700836403116,228.96724888109938,288.21715746611443
1885-07-02 12:00:00,340.2493574409755,109.25827258127647,229.8605706070216,288.3571351897162
1886-07-02 12:00:00,340.21987383966007,108.65917950260325,230.45008327149273,288.5706347217616
1887-07-02 12:00:00,340.199765033658,109.35259869091975,230.17866526198236,288.39573222999667
1888-07-02 00:00:00,340.1686000572671,108.79259119611787,229.50436505000752,288.1718649251085
1889-07-02 12:00:00,340.1889948917372,108.88397061944944,229.81428980719133,288.2951095036388
1890-07-02 12:00:00,340.1957339553031,109.12351614675792,229.654959527466,288.2219645503544
1891-07-02 12:00:00,340.2443521960235,109.02537179576132,229.90316701014373,288.38978542584886
1892-07-02 00:00:00,340.26195645286447,109.11088240888643,230.66783544463942,288.6342177631642
1893-07-02 12:00:00,340.31768254882655,108.74361768325845,230.304193558849,288.47888095988037
1894-07-02 12:00:00,340.3545903484272,108.82005697740111,230.06477844072933,288.3828387210804
1895-07-02 12:00:00,340.3198746398129,108.7984338071776,229.95929469164955,288.3686685930723
1896-07-02 00:00:00,340.24521411654314,108.68492159845319,230.2499706333716,288.5851221583884
1897-07-02 12:00:00,340.238753893386,108.8151597231273,230.78232606830568,288.75850780525053
1898-07-02 12:00:00,340.2222054257792,109.05045304667328,230.17566238167683,288.4351224183054
1899-07-02 12:00:00,340.2054637706016,108.5534675100426,229.86767375977934,288.35686401077425
1900-07-02 12:00:00,340.19475968469254,108.91694422217178,229.73821412608777,288.40609641806526
1901-07-02 12:00:00,340.1772031897497,108.59501254700791,230.1754126997965,288.5385506025432
1902-07-02 12:00:00,340.1816693731901,109.18852616195585,229.86188560887464,288.4845238221787
1903-07-02 12:00:00,340.21696627965974,110.25228398354353,229.60965808374502,288.47257085829364
1904-07-02 00:00:00,340.2584405935106,109.5530007073293,229.94387366092437,288.43982947130485
1905-07-02 12:00:00,340.2518630322489,109.02833795887757,229.91792232041493,288.37559174300804
1906-07-02 12:00:00,340.3004572691671,108.9018819436465,230.02180942670137,288.44524814925217
1907-07-02 12:00:00,340.2726426743436,109.4167864208366,230.05375217606138,288.4825080454974
1908-07-02 00:00:00,340.26614698464067,109.52388945347832,229.87845713771256,288.3514556279141
1909-07-02 12:00:00,340.2583662609233,109.55632560976244,229.25719146668163,288.2764285149165
1910-07-02 12:00:00,340.2331362035648,108.86637828842932,229.68275083570896,288.3882220794938
1911-07-02 12:00:00,340.19856808077225,108.26521024276268,229.860915786859,288.49956689751656
