time,rsdt,rsut,rlut,tas
1850-07-02 12:00:00,340.26677131912567,99.58904827941548,239.7035834634328,286.40981129034793
1851-07-02 12:00:00,340.2497631654326,100.26449627930954,239.71424454662179,286.4273041521274
1852-07-02 12:00:00,340.24761098010123,100.50694691409007,239.68738313213728,286.3780275800839
1853-07-02 12:00:00,340.232675566275,100.21143039579566,239.66533148149816,286.37085782175427
1854-07-02 12:00:00,340.20508917082446,100.10161384820192,239.71501554341617,286.3761871752221
1855-07-02 12:00:00,340.18875670662584,100.1038640887113,239.79727287689468,286.4963841263822
1856-07-02 12:00:00,340.1824962444745,99.8811209430071,239.75671920755278,286.51475582149124
1857-07-02 12:00:00,340.192772554884,99.86533697137651,240.07687348148986,286.66629956420354
1858-07-02 12:00:00,340.2218998288173,100.1051278660231,239.9610918051527,286.615881496647
1859-07-02 12:00:00,340.2495504092336,100.06710157920384,239.86021752412276,286.51845098726585
1860-07-02 12:00:00,340.27372535155934,100.36656372230924,239.85736067670132,286.5490033381998
1861-07-02 12:00:00,340.26987721240135,100.82019349637062,239.59248606623623,286.4186807218985
1862-07-02 12:00:00,340.2484596790645,101.39463248265541,239.27623437354148,286.22500294979096
1863-07-02 12:00:00,340.23402728631083,100.07454590591159,239.46587815430848,286.3568553244243
1864-07-02 12:00:00,340.2172502118596,100.50920237551065,239.80210811362767,286.45362245841613
1865-07-02 12:00:00,340.20948106142725,100.51947417247652,239.63891935905565,286.38987860897504
1866-07-02 12:00:00,340.20358921902874,100.35237776894424,239.6660970078634,286.4631710635687
1867-07-02 12:00:00,340.1966064286016,100.0413346457139,239.97818520903505,286.501241442518
1868-07-02 12:00:00,340.2097838453419,99.94982902980422,239.84277480160176,286.51113622948213
1869-07-02 12:00:00,340.2449706850471,99.94580593354097,239.9992908397394,286.66178983412544
1870-07-02 12:00:00,340.2443021073225,99.81126620044084,240.0914438028943,286.64276656776184
1871-07-02 12:00:00,340.268870303155,99.69386533976758,240.22197562509277,286.65541809765443
1872-07-02 12:00:00,340.2564968909832,100.0076438707879,240.02043936730658,286.52614770602077
1873-07-02 12:00:00,340.24494123164385,100.24781916281283,239.85473506685574,286.5175918405493
1874-07-02 12:00:00,340.226405361711,99.83701024946559,240.00513978762388,286.7325266205051
1875-07-02 12:00:00,340.19743468306416,99.91508190390205,239.99683481586683,286.69159738926413
1876-07-02 12:00:00,340.1828749328227,100.14208419732203,239.8612717985458,286.6642769885129
1877-07-02 12:00:00,340.17309807682545,99.71349021056353,239.97882835349665,286.70486785165934
1878-07-02 12:00:00,340.16347878160207,100.35708543169174,239.88993421325696,286.6441916736971
1879-07-02 12:00:00,340.16295993294074,99.9970299787372,239.9461223425984,286.6341223018025
1880-07-02 12:00:00,340.18692436928035,100.19736667248833,239.59263918823703,286.52720822578164
1881-07-02 12:00:00,340.22507379123175,99.955536537561,240.06351580157389,286.6578335014025
1882-07-02 12:00:00,340.2160818129494,100.0807940014019,239.96432505361827,286.6187111504565
1883-07-02 12:00:00,340.2158982658984,101.13363531465315,239.55432269288124,286.69314733157165
1884-07-02 12:00:00,340.25904830634084,103.29588567681235,238.4812719117434,286.38364056818995
1885-07-02 12:00:00,340.23050678726275,101.10752331071156,239.27977676544637,286.4456137642663
1886-07-02 12:00:00,340.2054256729555,100.7032712933319,239.45388497893885,286.4279892586869
1887-07-02 12:00:00,340.18343637923186,101.0697003893507,239.46253872057557,286.32105079124034
1888-07-02 12:00:00,340.1704885383496,100.59586521117859,239.36416696136166,286.2534226227569
1889-07-02 12:00:00,340.16967234667436,100.58651631654736,239.11162587239235,286.17469440944507
1890-07-02 12:00:00,340.17469497343666,100.48148934047605,239.2986500588743,286.29187132666374
1891-07-02 12:00:00,340.22037569108517,101.21543492772933,238.9735326044632,286.0214985289236
1892-07-02 12:00:00,340.25902371920495,100.80318148020126,239.14132972986295,286.1681718319456
1893-07-02 12:00:00,340.29981652898306,100.14000727238879,239.4228381228356,286.3501584840365
1894-07-02 12:00:00,340.3282228330333,100.1811079869388,239.74371121532815,286.53355186541165
1895-07-02 12:00:00,340.30180784233943,100.43747632235922,239.60983056500365,286.43850973496995
1896-07-02 12:00:00,340.2538599591547,100.19466200811316,239.72664975775044,286.5025356693185
1897-07-02 12:00:00,340.2218342933927,100.58766929989817,239.5856423222319,286.47327122372513
1898-07-02 12:00:00,340.20007374789776,100.70202400814811,239.25871223258034,286.359815544718
1899-07-02 12:00:00,340.1893920590856,100.54779341328079,239.16202230432108,286.3234036857511
1900-07-02 12:00:00,340.1772114459278,100.23427056797824,239.45136342344173,286.37052944522236
1901-07-02 12:00:00,340.1591735685333,100.43764804944918,239.39391841026193,286.44183080811325
1902-07-02 12:00:00,340.16121053381636,101.26176947523602,238.86103282490353,286.3041147848689
1903-07-02 12:00:00,340.19132762271425,101.60726804257719,238.8403258897605,286.29461232252225
1904-07-02 12:00:00,340.25880633244054,101.05986825951777,239.44361231419217,286.3838491035157
1905-07-02 12:00:00,340.22901038917433,100.45245560857764,239.36846778733067,286.44165794289626
1906-07-02 12:00:00,340.2851962025949,100.52380770175813,239.59201253907244,286.42179860630483
1907-07-02 12:00:00,340.251201119889,101.02477406957358,239.15314995339614,286.2771915999909
1908-07-02 12:00:00,340.26811968031285,100.42407011852113,239.10279271603682,286.3553878490933
1909-07-02 12:00:00,340.2383187055574,100.43161817268482,239.30495229451603,286.3809272195843
1910-07-02 12:00:00,340.21823118810227,100.41818016479726,239.56053126213112,286.4045843786691
1911-07-02 12:00:00,340.1822791873361,100.86143789344065,239.2334574754178,286.27332738907165
