year,rndt,tas
1850,0.7326118999842066,-0.14131197882187507
1851,-0.3932119272382266,-0.014192683601436329
1852,0.9118826893710121,-0.06842458261581896
1853,0.33485822348738736,0.17009313573612417
1854,0.7801744582151997,0.2014919306332672
1855,-0.1772458608322296,0.3231924570756064
1856,-0.14109806440569628,0.37917847844579455
1857,-1.215031446503076,-0.019319362177725452
1858,0.4187647425025318,0.012185507504511861
1859,0.6859017695043548,0.2506263508124107
1860,0.3434627407606996,0.21883139225371906
1861,0.9577514144600769,0.07233204199008014
1862,0.7277901012459154,0.3177803457302275
1863,-0.005979483335963209,0.29472985597107026
1864,0.9313416280102018,0.45705038902400474
1865,-0.2109546653902754,0.2679507636505605
1866,0.25512954734254834,0.17381902839673558
1867,0.7903312795433379,0.3015935553318627
1868,0.5720924137346799,0.4547251416245217
1869,0.1930794788063821,0.39605270230123324
1870,0.1266921256258371,0.3442130828191807
1871,0.1622668988093352,0.36327627382343053
1872,0.16784918043143193,0.6071394522094238
1873,0.3524326244376965,0.4006462658025498
1874,0.3134054660424255,0.6545876955324275
1875,-0.09139071297735768,0.3884949804407256
1876,1.7238976450262697,0.3620136019587221
1877,-0.09101338649314528,0.599081848748483
1878,0.6034821999116673,0.6039155476834139
1879,-0.1217889758642201,0.7201346040865815
1880,0.4802782456461614,0.5797215487164635
1881,0.26935230156949785,0.7096206130454448
1882,-0.1543905077638641,0.5923457387526128
1883,0.1394759688105438,0.5905104926882245
1884,-3.162475791198247,0.4418961039012288
1885,-0.9052854930526166,-0.0011124338766421715
1886,1.411250853597707,0.20045247771668073
1887,0.3226827246178061,0.4518859610178083
1888,0.43400470283160075,0.3147827303730537
1889,0.668689699036932,0.5329989509350526
1890,-1.8626021266841946,0.5570958233432748
1891,-0.021530063897543528,0.14927309107673636
1892,0.4737417646782234,0.5103369191648994
1893,-0.16486306418637753,0.5387692818351297
1894,0.8754695597668984,0.5737293512641486
1895,0.7660661552847756,0.6675236467263517
1896,-0.3159280449176265,0.7888747428376064
1897,0.040715078495935586,0.48643414030499343
1898,0.7694624656770372,0.4408806259190783
1899,0.07076612391718129,0.7480743787494362
1900,0.0004597340548428974,0.7274103389005973
1901,0.1702582446883696,0.6789639915942303
1902,-0.8927265142494747,0.5107242523287141
1903,-1.9305526174857164,0.1574464136183451
1904,-0.5664204831763726,0.08948514907973504
1905,1.2089389670353654,0.2716275071625205
1906,0.8423764463558285,0.5432667515717071
1907,0.021256509126757805,0.5834241157343172
1908,0.10719003703917451,0.5519886694104912
1909,-0.13456651130255182,0.5698016867592628
1910,0.1790823076951682,0.5038546416060967
1911,0.39811643133042196,0.49644325017447954
1912,0.024774082444551482,0.7386773365519161
1913,-0.8455571075311497,0.5306307089020379
1914,0.7066247593480455,0.40792191909071107
1915,0.07262261391468883,0.4957869478415091
1916,-0.004003844353391628,0.621149102927177
1917,-0.10927627394359263,0.3930088972759336
1918,1.3335137113940903,0.5647531110599289
1919,-0.9452586990512941,0.5128143204614162
1920,1.306412968275211,0.5893709068635076
1921,-0.7426728664199089,0.711381378341116
1922,0.2869208069886895,0.412912017060421
1923,0.11257683077376157,0.5206258192557129
1924,0.0979880567809488,0.5021087894072025
1925,0.8345543940490785,0.5144537183353464
1926,-0.3462666528062215,0.5592214822060555
1927,0.31477070711541444,0.45776269265172687
1928,0.41508716435430415,0.5375066257385583
1929,-0.3534657547833575,0.46510687335694456
1930,0.30758480178180037,0.36533788781622434
1931,-0.31897772520032674,0.3931805513468021
1932,0.2146121909048304,0.3662008302165418
1933,-0.27666150771067066,0.4224462862845826
1934,0.24758996346943718,0.36153129529708394
1935,0.41419073895633574,0.45647575115617656
1936,-0.38575437965270964,0.39172556568325945
1937,0.6962745709079314,0.30261570716299957
1938,-0.10410511878258433,0.3114582089545479
1939,0.693443222590389,0.5835133138290871
1940,-0.33634101140869177,0.4933459127553306
1941,0.5798742167978475,0.4058399001750672
1942,1.0852350556071997,0.4119103160374493
1943,-0.45674210699714024,0.5308673120069898
1944,0.8138826848216638,0.4057185504701124
1945,0.14820468542123422,0.5820959700667458
1946,0.5195822498233014,0.5799155850466491
1947,0.3947540271353347,0.43413277955102103
1948,0.37856379116253436,0.5155711230203224
1949,0.004952678301165747,0.6434549826056468
1950,-0.08778523822626028,0.21379952768273824
1951,1.1502970147626854,0.4230098499936048
1952,-0.6132637813371389,0.742762043138498
1953,0.0541852527216804,0.5337881281461136
1954,0.16650353887685299,0.5170775828642604
1955,0.7442051638553977,0.4920011400645876
1956,0.810287460494493,0.42442163310641945
1957,0.23587746590682457,0.5863147570385081
1958,0.5963983354042881,0.6424162257440571
1959,-0.021831572353804063,0.5311379445973898
1960,0.7710389521733845,0.49513889502526354
1961,0.27938099945559713,0.6335475105135515
1962,0.4269964706567322,0.7122569002978594
1963,-1.7463394707606454,0.5062282727548677
1964,0.31308478131519735,0.3891971817751596
1965,0.46341531099538713,0.4558254027197677
1966,1.0895342723081995,0.44770862996597316
1967,-0.0951403232760697,0.47788388168373785
1968,1.1122469208445267,0.3225681751534921
1969,0.07188702749445497,0.5707141576523895
1970,1.0656448805018357,0.6261803870294216
1971,0.321188371780849,0.6707339648858692
1972,0.20268506634268135,0.6847387869168529
1973,0.0918501991791203,0.5959750822634078
1974,1.2617028167277482,0.5326621869201631
1975,-0.3412372982412819,0.7693182604395474
1976,1.2599313421601437,0.5258667749150732
1977,0.25817476103610204,0.67873429968148
1978,1.5357973769058333,0.6884268113910252
1979,0.07472735497103145,0.7565352738369029
1980,0.2025709806602407,0.7735769725496198
